D_INTERVIEW	B_COUNTRY	H_URBRURAL	S_INTLANGUAGE	Q260	X003R	Q266	Q267	Q268	Q272	Q275	Q288	Q289
124070464	Canada	Urban	English	Male	55-64 years	Canada	Canada	Canada	English	Bachelor or equivalent (ISCED 6)	8.0	Do not belong to a denomination
36071431	Australia	Urban	English	Female	35-44 years	Australia	Australia	Australia	English	Doctoral or equivalent (ISCED 8)	10.0	Do not belong to a denomination
434070064	Libya	Rural	Arabic	Male	45-54 years	Libya	Libya	Libya	Arabic	Upper secondary education (ISCED 3)	5.0	Muslim
826070830	Great Britain	Urban	English	Male	65 and over	United Kingdom			English	Master or equivalent (ISCED 7)	5.0	Do not belong to a denomination
496070924	Mongolia	Urban	Mongolian	Female	35-44 years	Mongolia	Mongolia	Mongolia	Mongolian	Bachelor or equivalent (ISCED 6)	3.0	Buddhist
458070764	Malaysia	Urban	Malay; Malaysian	Male	25-34 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Master or equivalent (ISCED 7)	10.0	Muslim
410070940	South Korea	Urban	Korean	Female	45-54 years	South Korea	South Korea	South Korea	Korean	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
643071472	Russia	Urban	Russian	Female	45-54 years	Russia	Russia	Russia	Russian	Post-secondary non-tertiary education (ISCED 4)	3.0	Orthodox (Russian/Greek/etc.)
702070455	Singapore	Urban	English	Male	25-34 years	Singapore	Singapore	Singapore	English	Bachelor or equivalent (ISCED 6)	6.0	Protestant
404070303	Kenya	Urban	English	Female	16-24 years	Kenya	Kenya	Kenya	Swahili	Post-secondary non-tertiary education (ISCED 4)	4.0	Roman Catholic
124070320	Canada	Urban	English	Male	65 and over	Canada	Canada	Ukraine	English	Doctoral or equivalent (ISCED 8)	7.0	Do not belong to a denomination
203070685	Czechia	Urban	Czech	Female	16-24 years	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Lower secondary education (ISCED 2)	6.0	Roman Catholic
804070122	Ukraine	Urban	Russian	Male	25-34 years	Ukraine	Ukraine	Ukraine	Russian	Master or equivalent (ISCED 7)	4.0	Protestant
434070445	Libya	Urban	Arabic	Male	35-44 years	Libya	Libya	Libya	Arabic	Bachelor or equivalent (ISCED 6)	6.0	Muslim
300070851	Greece	Urban	Greek, Modern	Male	25-34 years	Greece	Greece	Greece	Greek, Modern	Upper secondary education (ISCED 3)	5.0	Orthodox (Russian/Greek/etc.)
170071158	Colombia	Urban	Spanish; Castilian	Male	35-44 years	Colombia	Colombia	Colombia	Spanish; Castilian	Primary education (ISCED 1)	7.0	Roman Catholic
566071056	Nigeria	Rural	Hausa	Female	45-54 years	Nigeria	Nigeria	Nigeria	Hausa	Primary education (ISCED 1)	4.0	Muslim
344071589	Hong Kong SAR	Urban	Cantonese	Female	55-64 years	Hong Kong SAR	Hong Kong SAR	Hong Kong SAR	Cantonese	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
364071735	Iran	Rural	Persian; Farsi; Dari	Male	55-64 years	Iran	Iran	Iran	Azerbaijani; Azeri	Post-secondary non-tertiary education (ISCED 4)	3.0	Muslim
462070830	Maldives	Urban	1105	Male	25-34 years	462	462	462	1105	Bachelor or equivalent (ISCED 6)	6.0	Muslim
586070280	Pakistan	Urban	Urdu	Male	55-64 years	Pakistan	Pakistan	Pakistan	Punjabi, Panjabi	Post-secondary non-tertiary education (ISCED 4)	6.0	Muslim
32070930	Argentina	Rural	Spanish; Castilian	Female	16-24 years	Argentina	Argentina	Argentina	Spanish; Castilian	Lower secondary education (ISCED 2)	5.0	Roman Catholic
404070284	Kenya	Urban	English	Female	16-24 years	Kenya	Kenya	Kenya	Swahili	Upper secondary education (ISCED 3)	4.0	Roman Catholic
400070612	Jordan	Rural	Arabic	Female	35-44 years	Jordan	Jordan	Jordan	Arabic	Bachelor or equivalent (ISCED 6)	3.0	Muslim
702071510	Singapore	Urban	English	Male	25-34 years	Singapore	Singapore	Singapore	Standard Chinese; Mandarin; Putonghua; Guoyu	Bachelor or equivalent (ISCED 6)	4.0	Protestant
68070378	Bolivia	Rural	Spanish; Castilian	Female	65 and over	Bolivia	Bolivia		Spanish; Castilian	Early childhood education (ISCED 0) / no education		Roman Catholic
818070604	Egypt	Rural	Arabic	Female	45-54 years	Egypt	Egypt	Egypt	Arabic	Upper secondary education (ISCED 3)	5.0	Muslim
862070117	Venezuela	Urban	Spanish; Castilian	Male	16-24 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	6.0	Roman Catholic
528070666	Netherlands	Rural	Dutch; Flemish	Male	65 and over	Netherlands	Netherlands	Netherlands	1190	Upper secondary education (ISCED 3)	6.0	Roman Catholic
804070753	Ukraine	Urban	Russian	Female	35-44 years	Ukraine	Ukraine	Russia	Russian	Bachelor or equivalent (ISCED 6)		
496071142	Mongolia	Rural	Mongolian	Male	55-64 years	Mongolia	Mongolia	Mongolia	Mongolian	Upper secondary education (ISCED 3)	6.0	Do not belong to a denomination
642070014	Romania	Urban	Romanian, Moldavian, Moldovan	Female	35-44 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Upper secondary education (ISCED 3)	6.0	Orthodox (Russian/Greek/etc.)
364071436	Iran	Urban	Persian; Farsi; Dari	Female	65 and over	Iran	Iran	Iran	Persian; Farsi; Dari			Muslim
231071038	Ethiopia	Urban	Amharic	Female	35-44 years	Ethiopia	Ethiopia	Ethiopia	Oromo	Primary education (ISCED 1)	4.0	Orthodox (Russian/Greek/etc.)
792070871	Turkey	Urban	Turkish	Male	55-64 years	Turkey	Turkey	Turkey		Primary education (ISCED 1)	4.0	Muslim
156070187	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	45-54 years				Other Chinese dialects	Lower secondary education (ISCED 2)	2.0	Do not belong to a denomination
203070426	Czechia	Rural	Czech	Female	65 and over	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
458070082	Malaysia	Rural	Malay; Malaysian	Male	45-54 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Lower secondary education (ISCED 2)	3.0	Muslim
76070461	Brazil	Urban	Portuguese	Female	45-54 years	Brazil	Brazil	Brazil	Portuguese	Lower secondary education (ISCED 2)	2.0	Roman Catholic
231070490	Ethiopia	Rural	Amharic	Female	25-34 years	Ethiopia	Ethiopia	Ethiopia	Amharic	Early childhood education (ISCED 0) / no education	8.0	Orthodox (Russian/Greek/etc.)
496071458	Mongolia	Urban	Mongolian	Female	45-54 years	Mongolia	Mongolia	Mongolia	Mongolian	Short-cycle tertiary education (ISCED 5)	5.0	Do not belong to a denomination
826071589	Great Britain	Urban	English	Male	45-54 years	United Kingdom			English	Master or equivalent (ISCED 7)	10.0	Protestant
300070784	Greece	Urban	Greek, Modern	Male	35-44 years	Greece	Greece	Greece	Greek, Modern	Post-secondary non-tertiary education (ISCED 4)	3.0	Orthodox (Russian/Greek/etc.)
36070415	Australia	Rural	English	Female	45-54 years	New Zealand	New Zealand	New Zealand	English	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
642071044	Romania	Rural	Romanian, Moldavian, Moldovan	Female	65 and over	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Primary education (ISCED 1)	1.0	Orthodox (Russian/Greek/etc.)
124070833	Canada	Rural	English	Male	55-64 years	Canada	Canada	Canada	English	Post-secondary non-tertiary education (ISCED 4)	9.0	Roman Catholic
51070575	Armenia	Rural	Armenian; Hayeren	Male	35-44 years	Armenia	Armenia	Armenia	Armenian; Hayeren	Lower secondary education (ISCED 2)	1.0	Orthodox (Russian/Greek/etc.)
398070900	Kazakhstan	Rural	Russian	Female	16-24 years	Kazakhstan	Kazakhstan	Kazakhstan	Russian	Upper secondary education (ISCED 3)	5.0	Muslim
702071695	Singapore	Urban	English	Female	45-54 years	Singapore	Singapore	Singapore	English	Doctoral or equivalent (ISCED 8)	8.0	Protestant
496071297	Mongolia	Urban	Mongolian	Male	25-34 years	Mongolia	Mongolia	Mongolia	Mongolian	Bachelor or equivalent (ISCED 6)	8.0	Buddhist
196070949	Cyprus	Urban	Turkish	Male	25-34 years	Cyprus	Cyprus	Cyprus	Turkish	Doctoral or equivalent (ISCED 8)		Muslim
320070006	Guatemala	Urban	Spanish; Castilian	Female	25-34 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Master or equivalent (ISCED 7)	4.0	Protestant
703071102	Slovakia	Rural	Slovak	Male	45-54 years	Slovakia	Slovakia	Slovakia	Slovak	Doctoral or equivalent (ISCED 8)	7.0	Roman Catholic
909070311	Northern Ireland	Urban	English	Female	55-64 years	United Kingdom			English	Bachelor or equivalent (ISCED 6)	4.0	Do not belong to a denomination
360070046	Indonesia	Rural	Indonesian	Female	25-34 years	Indonesia	Indonesia	Indonesia	Other	Bachelor or equivalent (ISCED 6)	1.0	Muslim
604070872	Peru	Urban	Spanish; Castilian	Female	55-64 years	Peru	Peru	Peru	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	7.0	Roman Catholic
410070751	South Korea	Urban	Korean	Male	35-44 years	South Korea	South Korea	South Korea	Korean	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
840073349	United States	Urban	English	Female	35-44 years	United States	United States	United States	English	Bachelor or equivalent (ISCED 6)	7.0	Protestant
218070928	Ecuador	Urban	Spanish; Castilian	Male	25-34 years	Ecuador	Ecuador	Ecuador	Spanish; Castilian	Upper secondary education (ISCED 3)	7.0	Do not belong to a denomination
398070092	Kazakhstan	Rural	Russian	Male	55-64 years	Russia	Russia	Russia	Russian	Upper secondary education (ISCED 3)	2.0	Orthodox (Russian/Greek/etc.)
20070629	Andorra	Urban	Catalan; Valencian	Male	35-44 years	Spain	Spain	Spain	Catalan; Valencian	Master or equivalent (ISCED 7)	5.0	Roman Catholic
826072479	Great Britain	Rural	English	Male	55-64 years	United Kingdom			English	Master or equivalent (ISCED 7)	9.0	Do not belong to a denomination
862071191	Venezuela	Urban	Spanish; Castilian	Male	25-34 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	3.0	Roman Catholic
642070406	Romania	Urban	Romanian, Moldavian, Moldovan	Male	16-24 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Upper secondary education (ISCED 3)	4.0	Orthodox (Russian/Greek/etc.)
360072872	Indonesia	Urban	Indonesian	Male	16-24 years	Indonesia	Indonesia	Indonesia	Makassarese	Upper secondary education (ISCED 3)	3.0	Muslim
368070347	Iraq	Urban	Arabic	Male	55-64 years	Iraq	Iraq	Iraq	Turkmen	Lower secondary education (ISCED 2)	5.0	Muslim
608070540	Philippines	Rural	Filipino; Pilipino	Female	25-34 years	Philippines	Philippines	Philippines	Filipino; Pilipino	Lower secondary education (ISCED 2)	1.0	Roman Catholic
496071080	Mongolia	Rural	Mongolian	Female	35-44 years	Mongolia	Mongolia	Mongolia	Mongolian	Upper secondary education (ISCED 3)	7.0	Do not belong to a denomination
504070503	Morocco	Urban	Arabic	Female	45-54 years	Morocco	Morocco	Morocco	Arabic	Early childhood education (ISCED 0) / no education	9.0	Muslim
558070356	Nicaragua	Urban	Spanish; Castilian	Female	16-24 years	Nicaragua	Nicaragua	Nicaragua	Spanish; Castilian	Upper secondary education (ISCED 3)	1.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
320071201	Guatemala	Urban	Spanish; Castilian	Male	45-54 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Primary education (ISCED 1)	5.0	Roman Catholic
152070398	Chile	Urban	Spanish; Castilian	Female	35-44 years	Chile	Chile	Chile	Spanish; Castilian	Upper secondary education (ISCED 3)	2.0	Roman Catholic
840073439	United States	Urban	English	Male	45-54 years	United States	United States	United States	English	Master or equivalent (ISCED 7)	7.0	Do not belong to a denomination
643070641	Russia	Urban	Russian	Female	55-64 years	Russia	Russia	Russia	Russian	Master or equivalent (ISCED 7)	6.0	Do not belong to a denomination
422070939	Lebanon	Urban	Arabic	Male	16-24 years	Lebanon	Lebanon	Lebanon	Arabic	Upper secondary education (ISCED 3)	3.0	Roman Catholic
642070876	Romania	Rural	Romanian, Moldavian, Moldovan	Female	45-54 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Upper secondary education (ISCED 3)	6.0	Orthodox (Russian/Greek/etc.)
458070702	Malaysia	Urban	Malay; Malaysian	Male	25-34 years	Malaysia	Malaysia	Malaysia	Malay; Malaysian	Short-cycle tertiary education (ISCED 5)	4.0	Muslim
392070674	Japan	Urban	Japanese	Female	65 and over	Japan	Japan	Japan	Japanese	Upper secondary education (ISCED 3)	1.0	Do not belong to a denomination
218071091	Ecuador	Urban	Spanish; Castilian	Female	35-44 years	Ecuador	Ecuador	Ecuador	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	5.0	Do not belong to a denomination
586071982	Pakistan	Rural	Urdu	Female	35-44 years	Pakistan	Pakistan	Pakistan	Balochi	Post-secondary non-tertiary education (ISCED 4)	7.0	Muslim
716070371	Zimbabwe	Rural	Shona;chiShona	Female	45-54 years	Zimbabwe	Zimbabwe	Zimbabwe	Shona;chiShona	Lower secondary education (ISCED 2)	5.0	Roman Catholic
566070050	Nigeria	Rural	English	Male	35-44 years	Nigeria	Nigeria	Nigeria	Igbo	Primary education (ISCED 1)	1.0	Protestant
504071086	Morocco	Urban	Arabic	Female	25-34 years	Morocco	Morocco	Morocco	Arabic	Lower secondary education (ISCED 2)	4.0	Muslim
642070036	Romania	Urban	Romanian, Moldavian, Moldovan	Female	25-34 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Upper secondary education (ISCED 3)	8.0	Orthodox (Russian/Greek/etc.)
392070725	Japan	Urban	Japanese	Male	35-44 years	Japan	Japan	Japan	Japanese	Bachelor or equivalent (ISCED 6)	9.0	Do not belong to a denomination
804070959	Ukraine	Urban	Ukrainian	Male	55-64 years	Ukraine	Ukraine	Ukraine	Ukrainian	Master or equivalent (ISCED 7)	6.0	Roman Catholic
124070256	Canada	Rural	English	Female	45-54 years	Canada	Canada	Canada	English	Upper secondary education (ISCED 3)	8.0	Protestant
158070387	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Female	45-54 years	Taiwan ROC	Taiwan ROC	Taiwan ROC	Hokkien; Minnan	Upper secondary education (ISCED 3)	5.0	Other
840072019	United States	Urban	English	Female	65 and over	United States	United States	United States	English	Short-cycle tertiary education (ISCED 5)	6.0	Roman Catholic
788070424	Tunisia	Urban	Arabic	Female	45-54 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian	Upper secondary education (ISCED 3)	3.0	Muslim
364071763	Iran	Urban	Persian; Farsi; Dari	Female	25-34 years	Iran	Iran	Iran	Lurish; Luri; Bakhtiari	Post-secondary non-tertiary education (ISCED 4)	3.0	Muslim
558071190	Nicaragua	Rural	Spanish; Castilian	Male	16-24 years	Nicaragua	Nicaragua	Nicaragua	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	3.0	Roman Catholic
642070870	Romania	Rural	Romanian, Moldavian, Moldovan	Female	35-44 years	Romania	Romania	Romania	Romanian, Moldavian, Moldovan	Upper secondary education (ISCED 3)	7.0	Orthodox (Russian/Greek/etc.)
586071692	Pakistan	Rural	Urdu	Female	25-34 years	Pakistan	Pakistan	Pakistan	Sindhi	Primary education (ISCED 1)	6.0	Muslim
702071093	Singapore	Urban	English	Female	55-64 years	Singapore	Indonesia	Indonesia	Malay; Malaysian	Primary education (ISCED 1)	2.0	Muslim
276071437	Germany	Urban	German	Female	65 and over	Germany	Germany	Germany	German	Upper secondary education (ISCED 3)	6.0	Roman Catholic
434070159	Libya	Urban	Arabic	Male	35-44 years	Libya	Libya	Libya	Arabic	Short-cycle tertiary education (ISCED 5)	2.0	Muslim
20070690	Andorra	Urban	Catalan; Valencian	Male	25-34 years	Spain	Spain	Spain	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	7.0	Roman Catholic
50070841	Bangladesh	Rural	Bengali; Bangla	Male	25-34 years	Bangladesh	Bangladesh	Bangladesh	Bengali; Bangla	Primary education (ISCED 1)	8.0	Muslim
462070337	Maldives	Rural	1105	Male	35-44 years	462	462	462	1105	Primary education (ISCED 1)	4.0	Muslim
446070084	Macao SAR	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male		China	China	China	Cantonese	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
156071414	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	16-24 years				Other Chinese dialects	Bachelor or equivalent (ISCED 6)	8.0	Do not belong to a denomination
170070471	Colombia	Urban	Spanish; Castilian	Female	55-64 years	Colombia	Colombia	Colombia	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	7.0	Do not belong to a denomination
364071881	Iran	Urban	Persian; Farsi; Dari	Male	25-34 years	Iran	Iran	Iran	Persian; Farsi; Dari	Lower secondary education (ISCED 2)	4.0	Muslim
124073609	Canada	Rural	French	Male	65 and over	Canada	Canada	Canada	French	Lower secondary education (ISCED 2)	7.0	Roman Catholic
862070613	Venezuela	Urban	Spanish; Castilian	Female	25-34 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	6.0	Roman Catholic
528071643	Netherlands	Urban	Dutch; Flemish	Female	35-44 years	Netherlands	Netherlands	Netherlands	1190	Post-secondary non-tertiary education (ISCED 4)		Protestant
76070523	Brazil	Urban	Portuguese	Male	45-54 years	Brazil	Brazil	Brazil	Portuguese	Upper secondary education (ISCED 3)	1.0	Protestant
554070810	New Zealand	Urban	English	Female	25-34 years	New Zealand	New Zealand	New Zealand		Short-cycle tertiary education (ISCED 5)	5.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
51070687	Armenia	Urban	Armenian; Hayeren	Female	35-44 years	Armenia	Armenia	Armenia	Armenian; Hayeren	Short-cycle tertiary education (ISCED 5)	5.0	Orthodox (Russian/Greek/etc.)
320070586	Guatemala	Urban	Spanish; Castilian	Female	55-64 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Bachelor or equivalent (ISCED 6)	5.0	Other Christian (Evangelical/Pentecostal/Fee church/etc.)
51070487	Armenia	Rural	Armenian; Hayeren	Male	35-44 years	Armenia	Armenia	Armenia	Armenian; Hayeren	Short-cycle tertiary education (ISCED 5)	5.0	Do not belong to a denomination
124074406	Canada	Urban	English	Female	65 and over	Canada	Canada	Canada	English	Upper secondary education (ISCED 3)	6.0	Protestant
68071253	Bolivia	Urban	Spanish; Castilian	Male	55-64 years	Bolivia	Bolivia	Bolivia	Spanish; Castilian	Upper secondary education (ISCED 3)	4.0	Roman Catholic
50070971	Bangladesh	Rural	Bengali; Bangla	Female	16-24 years	Bangladesh	Bangladesh	Bangladesh	Bengali; Bangla	Upper secondary education (ISCED 3)	7.0	Muslim
104070344	Myanmar	Rural	Burmese	Female	55-64 years	Myanmar	Myanmar	Myanmar	Other	Primary education (ISCED 1)	3.0	Buddhist
862070659	Venezuela	Urban	Spanish; Castilian	Male	45-54 years	Argentina	Argentina	Argentina	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	9.0	Roman Catholic
702071993	Singapore	Urban	English	Male	25-34 years	Singapore	Singapore	Singapore	Standard Chinese; Mandarin; Putonghua; Guoyu	Post-secondary non-tertiary education (ISCED 4)	5.0	Buddhist
76070498	Brazil	Urban	Portuguese	Male	35-44 years	Brazil	Brazil	Brazil	Portuguese	Upper secondary education (ISCED 3)	1.0	Do not belong to a denomination
762070308	Tajikistan	Rural	Tajik	Male	35-44 years	Tajikistan	Tajikistan	Tajikistan	Tajik	Post-secondary non-tertiary education (ISCED 4)	10.0	Muslim
124071451	Canada	Rural	English	Female	35-44 years	Canada	Canada	Canada	English	Short-cycle tertiary education (ISCED 5)	4.0	Protestant
788070943	Tunisia	Urban	Arabic	Female	45-54 years	Tunisia	Tunisia	Tunisia	Tunisian Arabic;Tunisian		1.0	Muslim
528071883	Netherlands	Urban	Dutch; Flemish	Female	55-64 years	Netherlands	Netherlands	Netherlands	1190	Lower secondary education (ISCED 2)		
764071268	Thailand	Rural	Thai; Central Thai	Female	55-64 years	Thailand	Thailand	Thailand	Thai; Central Thai	Primary education (ISCED 1)	3.0	Buddhist
566070450	Nigeria	Rural	English	Female	16-24 years	Nigeria	Nigeria	Nigeria	Yoruba	Upper secondary education (ISCED 3)	8.0	Orthodox (Russian/Greek/etc.)
158070310	Taiwan RO	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	25-34 years	Taiwan ROC	Taiwan ROC	Taiwan ROC	Hokkien; Minnan	Doctoral or equivalent (ISCED 8)	7.0	Other
862070099	Venezuela	Urban	Spanish; Castilian	Female	45-54 years	Venezuela	Venezuela	Venezuela	Spanish; Castilian	Lower secondary education (ISCED 2)	5.0	Roman Catholic
364072033	Iran	Urban	Persian; Farsi; Dari	Female	25-34 years	Iran	Iran	Iran	Persian; Farsi; Dari	Bachelor or equivalent (ISCED 6)	4.0	Muslim
360070807	Indonesia	Rural	Indonesian	Female	25-34 years	Indonesia	Indonesia	Indonesia	Sundanese	Upper secondary education (ISCED 3)	4.0	Muslim
630070143	Puerto Rico	Urban	Spanish; Castilian	Female	65 and over	Puerto Rico	Puerto Rico	Puerto Rico	Spanish; Castilian	Lower secondary education (ISCED 2)	1.0	Roman Catholic
76070041	Brazil	Urban	Portuguese	Female	35-44 years	Brazil	Brazil	Brazil	Portuguese	Upper secondary education (ISCED 3)	4.0	Protestant
792071858	Turkey	Urban	Turkish	Female	25-34 years	Turkey	Turkey	Turkey		Primary education (ISCED 1)	3.0	Muslim
124074852	Canada	Urban	English	Male	65 and over	Canada	Canada	Canada	English	Bachelor or equivalent (ISCED 6)	4.0	Do not belong to a denomination
826071467	Great Britain	Urban	English	Male	35-44 years	Serbia			Other	Master or equivalent (ISCED 7)	9.0	Do not belong to a denomination
36070438	Australia	Urban	English	Female	45-54 years	Australia	Australia	Australia	English	Bachelor or equivalent (ISCED 6)	6.0	Do not belong to a denomination
484071536	Mexico	Urban	Spanish; Castilian	Male	65 and over	Mexico	Mexico	Mexico	Spanish; Castilian	Primary education (ISCED 1)	4.0	Roman Catholic
462070161	Maldives	Rural	1105	Male	65 and over	462	462	462	1105	Early childhood education (ISCED 0) / no education	9.0	Muslim
804070702	Ukraine	Urban	Ukrainian	Male	16-24 years	Ukraine	Ukraine	Ukraine	Ukrainian	Short-cycle tertiary education (ISCED 5)	7.0	
156071321	China	Urban	Standard Chinese; Mandarin; Putonghua; Guoyu	Male	55-64 years				Other Chinese dialects	Primary education (ISCED 1)	2.0	Do not belong to a denomination
528070926	Netherlands	Rural	Dutch; Flemish	Female	65 and over	Netherlands			1190	Lower secondary education (ISCED 2)		Protestant
231070491	Ethiopia	Rural	Amharic	Female	25-34 years	Ethiopia	Ethiopia	Ethiopia	Other	Primary education (ISCED 1)	1.0	Protestant
702070421	Singapore	Urban	English	Female	35-44 years	Singapore	Malaysia	Malaysia	English	Bachelor or equivalent (ISCED 6)	8.0	Buddhist
320070738	Guatemala	Urban	Spanish; Castilian	Male	35-44 years	Guatemala	Guatemala	Guatemala	Spanish; Castilian	Master or equivalent (ISCED 7)	7.0	Do not belong to a denomination
840071416	United States	Urban	English	Male	25-34 years	American Samoa	Angola	Antigua	Spanish; Castilian	Early childhood education (ISCED 0) / no education	5.0	Protestant
36071241	Australia	Urban	English	Male	65 and over	Australia	Australia	Australia	English	Post-secondary non-tertiary education (ISCED 4)	7.0	Roman Catholic
344071887	Hong Kong SAR	Urban	Cantonese	Male	35-44 years	Hong Kong SAR			Cantonese	Short-cycle tertiary education (ISCED 5)	5.0	Do not belong to a denomination
170074578	Colombia	Rural	Spanish; Castilian	Female	25-34 years	Colombia	Colombia	Colombia	Spanish; Castilian	Post-secondary non-tertiary education (ISCED 4)	6.0	Do not belong to a denomination
608071022	Philippines	Rural	Cebuano; Bisaya; Binisaya	Female	35-44 years	Philippines	Philippines	Philippines	Kamayo	Lower secondary education (ISCED 2)	4.0	Protestant
203070425	Czechia	Urban	Czech	Female	45-54 years	Czech Rep.	Czech Rep.	Czech Rep.	Czech	Lower secondary education (ISCED 2)	6.0	Do not belong to a denomination
703071097	Slovakia	Rural	Slovak	Female	35-44 years	Slovakia	Slovakia	Slovakia	Romanian, Moldavian, Moldovan	Lower secondary education (ISCED 2)	3.0	Roman Catholic
703070909	Slovakia	Urban	Slovak	Male	65 and over	Slovakia	Slovakia	Slovakia	Slovak	Upper secondary education (ISCED 3)	5.0	Roman Catholic
703071179	Slovakia	Urban	Slovak	Male	65 and over	Slovakia	Slovakia	Slovakia	Romani; Romany	Upper secondary education (ISCED 3)	4.0	Roman Catholic
702070058	Singapore	Urban	English	Female	16-24 years	Singapore	Singapore	Singapore	English	Post-secondary non-tertiary education (ISCED 4)	5.0	Hindu
360070722	Indonesia	Urban	Indonesian	Male	16-24 years	Indonesia	Indonesia	Indonesia	Indonesian	Upper secondary education (ISCED 3)	6.0	Muslim
840072677	United States	Urban	English	Female	45-54 years	United States	United States	United States	English	Master or equivalent (ISCED 7)	3.0	Do not belong to a denomination
826072182	Great Britain	Rural	English	Female	65 and over	United Kingdom			English	Short-cycle tertiary education (ISCED 5)	6.0	Jew
840071905	United States	Urban	English	Male	65 and over	United States	United States	United States	English	Upper secondary education (ISCED 3)	4.0	Protestant
344070424	Hong Kong SAR	Urban	Cantonese	Female	65 and over	Hong Kong SAR	China	China	Cantonese	Lower secondary education (ISCED 2)	8.0	Do not belong to a denomination
826071389	Great Britain	Urban	English	Female	65 and over	United Kingdom			English	Lower secondary education (ISCED 2)		Roman Catholic
704071107	Vietnam	Rural	Vietnamese	Female	16-24 years	Vietnam	Vietnam	Vietnam	Vietnamese	Upper secondary education (ISCED 3)	5.0	Do not belong to a denomination
840072357	United States	Urban	English	Male	25-34 years	United States	United States	United States	English	Post-secondary non-tertiary education (ISCED 4)	4.0	Roman Catholic
434070492	Libya	Urban	Arabic	Male	45-54 years	Libya	Libya	Libya	Arabic	Upper secondary education (ISCED 3)	6.0	Muslim
76071196	Brazil	Urban	Portuguese	Male	16-24 years	Brazil	Brazil	Brazil	Portuguese	Upper secondary education (ISCED 3)	7.0	Protestant
196070764	Cyprus	Urban	Turkish	Female	25-34 years	Turkey	Turkey	Turkey	Turkish	Bachelor or equivalent (ISCED 6)		Muslim
840071135	United States	Urban	English	Male	45-54 years	United States	United States	United States	English	Bachelor or equivalent (ISCED 6)	2.0	Other
792070396	Turkey	Urban	Turkish	Female	45-54 years	Turkey	Turkey	Turkey		Primary education (ISCED 1)	4.0	Muslim
400070577	Jordan	Urban	Arabic	Male	65 and over	Jordan	Jordan	Jordan	Arabic	Early childhood education (ISCED 0) / no education	5.0	Muslim
764071159	Thailand	Rural	Thai; Central Thai	Female	45-54 years	Thailand	Thailand	Thailand	Thai; Central Thai	Bachelor or equivalent (ISCED 6)	7.0	Buddhist
104070881	Myanmar	Urban	Burmese	Male	35-44 years	Myanmar	Myanmar	Myanmar	Burmese	Bachelor or equivalent (ISCED 6)	5.0	Buddhist
398071234	Kazakhstan	Urban	Russian	Male	35-44 years	Kazakhstan	Kazakhstan	Kazakhstan	Russian	Upper secondary education (ISCED 3)	6.0	Orthodox (Russian/Greek/etc.)
68071903	Bolivia	Urban	Spanish; Castilian	Male	16-24 years	Bolivia	Bolivia	Bolivia	Spanish; Castilian	Short-cycle tertiary education (ISCED 5)	6.0	Protestant
643070992	Russia	Urban	Russian	Female	35-44 years	Russia	Russia	Russia	Russian	Master or equivalent (ISCED 7)	8.0	Orthodox (Russian/Greek/etc.)
