Continent	Sex	Religion	D_INTERVIEW	Question_col
Europe	Female	Protestant	528071289	Q164
Europe	Female	Protestant	276071050	Q164
Europe	Female	Protestant	276070614	Q164
Europe	Female	Protestant	528070568	Q164
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070742	Q164
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070698	Q164
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071319	Q164
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	804070818	Q164
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071017	Q164
South America	Male	Other	32070548	Q164
South America	Male	Other	152070696	Q164
South America	Male	Other	604070799	Q164
South America	Male	Other	32070936	Q164
South America	Male	Other	76071206	Q164
South America	Male	Do not belong to a denomination	76070016	Q164
South America	Male	Do not belong to a denomination	76071380	Q164
South America	Male	Do not belong to a denomination	170073362	Q164
South America	Male	Do not belong to a denomination	32070197	Q164
South America	Male	Do not belong to a denomination	170076215	Q164
South America	Male	Roman Catholic	862071008	Q164
South America	Male	Roman Catholic	68070470	Q164
South America	Male	Roman Catholic	218070808	Q164
South America	Male	Roman Catholic	218070729	Q164
South America	Male	Roman Catholic	68070682	Q164
South America	Male	Protestant	76070721	Q164
South America	Male	Protestant	862070395	Q164
South America	Male	Protestant	68071772	Q164
South America	Male	Protestant	76070797	Q164
South America	Male	Protestant	152070601	Q164
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68071631	Q164
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	604071131	Q164
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170075529	Q164
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170075700	Q164
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	604070358	Q164
South America	Female	Other	152070936	Q164
South America	Female	Other	32070299	Q164
South America	Female	Other	152070809	Q164
South America	Female	Other	76070044	Q164
South America	Female	Other	76070296	Q164
South America	Female	Do not belong to a denomination	76071446	Q164
South America	Female	Do not belong to a denomination	170070706	Q164
South America	Female	Do not belong to a denomination	170076045	Q164
South America	Female	Do not belong to a denomination	218070661	Q164
South America	Female	Do not belong to a denomination	152070391	Q164
South America	Female	Roman Catholic	218070253	Q164
South America	Female	Roman Catholic	152070538	Q164
South America	Female	Roman Catholic	32070293	Q164
South America	Female	Roman Catholic	862070936	Q164
South America	Female	Roman Catholic	32070832	Q164
South America	Female	Protestant	68071414	Q164
South America	Female	Protestant	604070718	Q164
South America	Female	Protestant	76071313	Q164
South America	Female	Protestant	76071674	Q164
South America	Female	Protestant	218070436	Q164
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68070909	Q164
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170076795	Q164
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	862070110	Q164
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68071042	Q164
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68070808	Q164
Africa	Male	Muslim	716070534	Q164
Africa	Male	Muslim	818070159	Q164
Africa	Male	Muslim	231070189	Q164
Africa	Male	Muslim	231070738	Q164
Africa	Male	Muslim	818070589	Q164
Africa	Male	Orthodox (Russian/Greek/etc.)	231070900	Q164
Africa	Male	Orthodox (Russian/Greek/etc.)	231070747	Q164
Africa	Male	Orthodox (Russian/Greek/etc.)	231071066	Q164
Africa	Male	Orthodox (Russian/Greek/etc.)	231070833	Q164
Africa	Male	Orthodox (Russian/Greek/etc.)	231070948	Q164
Africa	Male	Do not belong to a denomination	716070832	Q164
Africa	Male	Do not belong to a denomination	716071184	Q164
Africa	Male	Do not belong to a denomination	504070146	Q164
Africa	Male	Do not belong to a denomination	716070724	Q164
Africa	Male	Do not belong to a denomination	716070468	Q164
Africa	Male	Roman Catholic	404070053	Q164
Africa	Male	Roman Catholic	716070352	Q164
Africa	Male	Roman Catholic	716071036	Q164
Africa	Male	Roman Catholic	716070200	Q164
Africa	Male	Roman Catholic	716071060	Q164
Africa	Male	Protestant	404070846	Q164
Africa	Male	Protestant	404070082	Q164
Africa	Male	Protestant	404071248	Q164
Africa	Male	Protestant	404070615	Q164
Africa	Male	Protestant	231070218	Q164
Africa	Female	Muslim	231070604	Q164
Africa	Female	Muslim	504070871	Q164
Africa	Female	Muslim	788070410	Q164
Africa	Female	Muslim	434070604	Q164
Africa	Female	Muslim	434070845	Q164
Africa	Female	Orthodox (Russian/Greek/etc.)	566070450	Q164
Africa	Female	Orthodox (Russian/Greek/etc.)	231070280	Q164
Africa	Female	Orthodox (Russian/Greek/etc.)	566070528	Q164
Africa	Female	Orthodox (Russian/Greek/etc.)	231070003	Q164
Africa	Female	Orthodox (Russian/Greek/etc.)	231070433	Q164
Africa	Female	Do not belong to a denomination	716070213	Q164
Africa	Female	Do not belong to a denomination	716070719	Q164
Africa	Female	Do not belong to a denomination	504070650	Q164
Africa	Female	Do not belong to a denomination	716071209	Q164
Africa	Female	Do not belong to a denomination	788070857	Q164
Africa	Female	Roman Catholic	404070706	Q164
Africa	Female	Roman Catholic	404070392	Q164
Africa	Female	Roman Catholic	716070944	Q164
Africa	Female	Roman Catholic	716071145	Q164
Africa	Female	Roman Catholic	716070958	Q164
Africa	Female	Protestant	566070739	Q164
Africa	Female	Protestant	404071046	Q164
Africa	Female	Protestant	404070945	Q164
Africa	Female	Protestant	404071087	Q164
Africa	Female	Protestant	404071226	Q164
North America	Male	Muslim	124073205	Q164
North America	Male	Muslim	124074603	Q164
North America	Male	Muslim	124074264	Q164
North America	Male	Muslim	840072690	Q164
North America	Male	Muslim	124070797	Q164
North America	Male	Other	840071135	Q164
North America	Male	Other	124071687	Q164
North America	Male	Other	840071679	Q164
North America	Male	Other	124075368	Q164
North America	Male	Other	124074619	Q164
North America	Male	Orthodox (Russian/Greek/etc.)	124073119	Q164
North America	Male	Orthodox (Russian/Greek/etc.)	124070992	Q164
North America	Male	Orthodox (Russian/Greek/etc.)	124074018	Q164
North America	Male	Orthodox (Russian/Greek/etc.)	124070933	Q164
North America	Male	Orthodox (Russian/Greek/etc.)	840071552	Q164
North America	Male	Do not belong to a denomination	840073361	Q164
North America	Male	Do not belong to a denomination	840072091	Q164
North America	Male	Do not belong to a denomination	124072826	Q164
North America	Male	Do not belong to a denomination	840073331	Q164
North America	Male	Do not belong to a denomination	124075067	Q164
North America	Male	Roman Catholic	840072496	Q164
North America	Male	Roman Catholic	124075272	Q164
North America	Male	Roman Catholic	124070554	Q164
North America	Male	Roman Catholic	320070837	Q164
North America	Male	Roman Catholic	320070698	Q164
North America	Male	Buddhist	840072459	Q164
North America	Male	Buddhist	840072719	Q164
North America	Male	Buddhist	484070928	Q164
North America	Male	Buddhist	124072751	Q164
North America	Male	Buddhist	124075385	Q164
North America	Male	Protestant	840071510	Q164
North America	Male	Protestant	840072417	Q164
North America	Male	Protestant	320071216	Q164
North America	Male	Protestant	840072103	Q164
North America	Male	Protestant	840072724	Q164
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630070341	Q164
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070010	Q164
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070373	Q164
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070169	Q164
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	320071214	Q164
North America	Male	Jew	124070639	Q164
North America	Male	Jew	124076065	Q164
North America	Male	Jew	124070522	Q164
North America	Male	Jew	840073186	Q164
North America	Male	Jew	124073544	Q164
North America	Female	Muslim	840072305	Q164
North America	Female	Muslim	124073243	Q164
North America	Female	Muslim	124072768	Q164
North America	Female	Muslim	840072812	Q164
North America	Female	Muslim	124073003	Q164
North America	Female	Other	124072983	Q164
North America	Female	Other	124070296	Q164
North America	Female	Other	124071240	Q164
North America	Female	Other	124071575	Q164
North America	Female	Other	124075343	Q164
North America	Female	Do not belong to a denomination	124075060	Q164
North America	Female	Do not belong to a denomination	840072653	Q164
North America	Female	Do not belong to a denomination	124072570	Q164
North America	Female	Do not belong to a denomination	124075858	Q164
North America	Female	Do not belong to a denomination	124072749	Q164
North America	Female	Roman Catholic	124073085	Q164
North America	Female	Roman Catholic	630070986	Q164
North America	Female	Roman Catholic	630070254	Q164
North America	Female	Roman Catholic	320070403	Q164
North America	Female	Roman Catholic	320070164	Q164
North America	Female	Buddhist	840073292	Q164
North America	Female	Buddhist	124072638	Q164
North America	Female	Buddhist	840072782	Q164
North America	Female	Buddhist	124072300	Q164
North America	Female	Buddhist	630070014	Q164
North America	Female	Protestant	840073589	Q164
North America	Female	Protestant	484071076	Q164
North America	Female	Protestant	320070083	Q164
North America	Female	Protestant	840072601	Q164
North America	Female	Protestant	124070003	Q164
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	124071871	Q164
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	840073428	Q164
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	840072630	Q164
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	124072757	Q164
North America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070172	Q164
Oceania	Male	Do not belong to a denomination	36071036	Q164
Oceania	Male	Do not belong to a denomination	36071357	Q164
Oceania	Male	Do not belong to a denomination	36071664	Q164
Oceania	Male	Do not belong to a denomination	36071516	Q164
Oceania	Male	Do not belong to a denomination	554070995	Q164
Oceania	Male	Roman Catholic	554070191	Q164
Oceania	Male	Roman Catholic	36071472	Q164
Oceania	Male	Roman Catholic	36070274	Q164
Oceania	Male	Roman Catholic	554070960	Q164
Oceania	Male	Roman Catholic	554070133	Q164
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36070523	Q164
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070886	Q164
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070127	Q164
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36070789	Q164
Oceania	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36070886	Q164
Oceania	Female	Do not belong to a denomination	36071701	Q164
Oceania	Female	Do not belong to a denomination	554070723	Q164
Oceania	Female	Do not belong to a denomination	36070224	Q164
Oceania	Female	Do not belong to a denomination	36070862	Q164
Oceania	Female	Do not belong to a denomination	554070896	Q164
Oceania	Female	Roman Catholic	554070959	Q164
Oceania	Female	Roman Catholic	36071281	Q164
Oceania	Female	Roman Catholic	36071277	Q164
Oceania	Female	Roman Catholic	554071058	Q164
Oceania	Female	Roman Catholic	36071781	Q164
Oceania	Female	Protestant	36070266	Q164
Oceania	Female	Protestant	36070057	Q164
Oceania	Female	Protestant	36070010	Q164
Oceania	Female	Protestant	36070820	Q164
Oceania	Female	Protestant	36070651	Q164
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36070114	Q164
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070898	Q164
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	36070314	Q164
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070210	Q164
Oceania	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	554070135	Q164
Asia	Male	Muslim	368071021	Q245
Asia	Male	Muslim	398070670	Q245
Asia	Male	Muslim	458071015	Q245
Asia	Male	Muslim	586070845	Q245
Asia	Male	Muslim	364071732	Q245
Asia	Male	Other	158070310	Q245
Asia	Male	Other	158070800	Q245
Asia	Male	Other	344070135	Q245
Asia	Male	Other	158070904	Q245
Asia	Male	Other	158071137	Q245
Asia	Male	Orthodox (Russian/Greek/etc.)	398070142	Q245
Asia	Male	Orthodox (Russian/Greek/etc.)	398070594	Q245
Asia	Male	Orthodox (Russian/Greek/etc.)	398070092	Q245
Asia	Male	Orthodox (Russian/Greek/etc.)	417071067	Q245
Asia	Male	Orthodox (Russian/Greek/etc.)	764070292	Q245
Asia	Male	Do not belong to a denomination	344071743	Q245
Asia	Male	Do not belong to a denomination	398070678	Q245
Asia	Male	Do not belong to a denomination	344071444	Q245
Asia	Male	Do not belong to a denomination	398071048	Q245
Asia	Male	Do not belong to a denomination	158070017	Q245
Asia	Male	Roman Catholic	702071127	Q245
Asia	Male	Roman Catholic	422070419	Q245
Asia	Male	Roman Catholic	608070879	Q245
Asia	Male	Roman Catholic	608070239	Q245
Asia	Male	Roman Catholic	702071267	Q245
Asia	Male	Buddhist	344070911	Q245
Asia	Male	Buddhist	104070781	Q245
Asia	Male	Buddhist	702070191	Q245
Asia	Male	Buddhist	104070767	Q245
Asia	Male	Buddhist	764071029	Q245
Asia	Male	Protestant	702071367	Q245
Asia	Male	Protestant	410070222	Q245
Asia	Male	Protestant	360072944	Q245
Asia	Male	Protestant	360071304	Q245
Asia	Male	Protestant	360073083	Q245
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	608070285	Q245
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070707	Q245
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458071068	Q245
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070950	Q245
Asia	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	608070291	Q245
Asia	Male	Hindu	702071837	Q245
Asia	Male	Hindu	50070680	Q245
Asia	Male	Hindu	360072371	Q245
Asia	Male	Hindu	702071262	Q245
Asia	Male	Hindu	702070816	Q245
Asia	Female	Muslim	50071059	Q245
Asia	Female	Muslim	398070877	Q245
Asia	Female	Muslim	462070058	Q245
Asia	Female	Muslim	417070469	Q245
Asia	Female	Muslim	364072070	Q245
Asia	Female	Other	158070254	Q245
Asia	Female	Other	158070557	Q245
Asia	Female	Other	158070313	Q245
Asia	Female	Other	158071046	Q245
Asia	Female	Other	360072452	Q245
Asia	Female	Orthodox (Russian/Greek/etc.)	422070638	Q245
Asia	Female	Orthodox (Russian/Greek/etc.)	417071078	Q245
Asia	Female	Orthodox (Russian/Greek/etc.)	398070597	Q245
Asia	Female	Orthodox (Russian/Greek/etc.)	398070149	Q245
Asia	Female	Orthodox (Russian/Greek/etc.)	417070832	Q245
Asia	Female	Do not belong to a denomination	344071351	Q245
Asia	Female	Do not belong to a denomination	392071295	Q245
Asia	Female	Do not belong to a denomination	344070190	Q245
Asia	Female	Do not belong to a denomination	704070253	Q245
Asia	Female	Do not belong to a denomination	156070010	Q245
Asia	Female	Roman Catholic	496071325	Q245
Asia	Female	Roman Catholic	608071164	Q245
Asia	Female	Roman Catholic	608070146	Q245
Asia	Female	Roman Catholic	608070540	Q245
Asia	Female	Roman Catholic	608070674	Q245
Asia	Female	Buddhist	764070900	Q245
Asia	Female	Buddhist	764071050	Q245
Asia	Female	Buddhist	104070076	Q245
Asia	Female	Buddhist	496071128	Q245
Asia	Female	Buddhist	458070703	Q245
Asia	Female	Protestant	702071875	Q245
Asia	Female	Protestant	410070541	Q245
Asia	Female	Protestant	410070170	Q245
Asia	Female	Protestant	344071240	Q245
Asia	Female	Protestant	360072953	Q245
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070487	Q245
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	608070858	Q245
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458071022	Q245
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458071091	Q245
Asia	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	458070097	Q245
Asia	Female	Hindu	702071299	Q245
Asia	Female	Hindu	458070062	Q245
Asia	Female	Hindu	360072434	Q245
Asia	Female	Hindu	360072392	Q245
Asia	Female	Hindu	50070660	Q245
Europe	Male	Muslim	300070456	Q245
Europe	Male	Muslim	826070156	Q245
Europe	Male	Muslim	643070571	Q245
Europe	Male	Muslim	300070014	Q245
Europe	Male	Muslim	643071354	Q245
Europe	Male	Other	826070498	Q245
Europe	Male	Other	643070061	Q245
Europe	Male	Other	528071951	Q245
Europe	Male	Other	804070500	Q245
Europe	Male	Other	528070183	Q245
Europe	Male	Orthodox (Russian/Greek/etc.)	804070240	Q245
Europe	Male	Orthodox (Russian/Greek/etc.)	804070891	Q245
Europe	Male	Orthodox (Russian/Greek/etc.)	51070511	Q245
Europe	Male	Orthodox (Russian/Greek/etc.)	300070759	Q245
Europe	Male	Orthodox (Russian/Greek/etc.)	642071348	Q245
Europe	Male	Do not belong to a denomination	20070155	Q245
Europe	Male	Do not belong to a denomination	203070583	Q245
Europe	Male	Do not belong to a denomination	909070081	Q245
Europe	Male	Do not belong to a denomination	703070469	Q245
Europe	Male	Do not belong to a denomination	826070214	Q245
Europe	Male	Roman Catholic	276070594	Q245
Europe	Male	Roman Catholic	528070190	Q245
Europe	Male	Roman Catholic	642071244	Q245
Europe	Male	Roman Catholic	528070686	Q245
Europe	Male	Roman Catholic	703070068	Q245
Europe	Male	Protestant	703070324	Q245
Europe	Male	Protestant	826071045	Q245
Europe	Male	Protestant	276070595	Q245
Europe	Male	Protestant	909070330	Q245
Europe	Male	Protestant	276071494	Q245
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070188	Q245
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826072105	Q245
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071745	Q245
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070746	Q245
Europe	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071078	Q245
Europe	Male	Hindu	20070304	Q245
Europe	Male	Hindu	826070301	Q245
Europe	Male	Hindu	300070057	Q245
Europe	Male	Hindu	20070922	Q245
Europe	Male	Hindu	826071056	Q245
Europe	Female	Muslim	643071285	Q245
Europe	Female	Muslim	826070235	Q245
Europe	Female	Muslim	643070404	Q245
Europe	Female	Muslim	643070466	Q245
Europe	Female	Muslim	643071697	Q245
Europe	Female	Other	528071557	Q245
Europe	Female	Other	528072079	Q245
Europe	Female	Other	528070017	Q245
Europe	Female	Other	826070864	Q245
Europe	Female	Other	51071210	Q245
Europe	Female	Orthodox (Russian/Greek/etc.)	643071326	Q245
Europe	Female	Orthodox (Russian/Greek/etc.)	300070081	Q245
Europe	Female	Orthodox (Russian/Greek/etc.)	51070516	Q245
Europe	Female	Orthodox (Russian/Greek/etc.)	643071563	Q245
Europe	Female	Orthodox (Russian/Greek/etc.)	300070180	Q245
Europe	Female	Do not belong to a denomination	826071121	Q245
Europe	Female	Do not belong to a denomination	826071163	Q245
Europe	Female	Do not belong to a denomination	826070339	Q245
Europe	Female	Do not belong to a denomination	276070431	Q245
Europe	Female	Do not belong to a denomination	528070370	Q245
Europe	Female	Roman Catholic	703070965	Q245
Europe	Female	Roman Catholic	703070527	Q245
Europe	Female	Roman Catholic	276070965	Q245
Europe	Female	Roman Catholic	909070288	Q245
Europe	Female	Roman Catholic	826072535	Q245
Europe	Female	Protestant	276070889	Q245
Europe	Female	Protestant	826070952	Q245
Europe	Female	Protestant	276070659	Q245
Europe	Female	Protestant	528070943	Q245
Europe	Female	Protestant	528070125	Q245
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826072550	Q245
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071646	Q245
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071948	Q245
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826070754	Q245
Europe	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	826071649	Q245
South America	Male	Other	604070799	Q245
South America	Male	Other	76070249	Q245
South America	Male	Other	218071118	Q245
South America	Male	Other	862070252	Q245
South America	Male	Other	604071267	Q245
South America	Male	Do not belong to a denomination	862070575	Q245
South America	Male	Do not belong to a denomination	170078226	Q245
South America	Male	Do not belong to a denomination	32070132	Q245
South America	Male	Do not belong to a denomination	218071153	Q245
South America	Male	Do not belong to a denomination	218070420	Q245
South America	Male	Roman Catholic	604071180	Q245
South America	Male	Roman Catholic	862070660	Q245
South America	Male	Roman Catholic	170074252	Q245
South America	Male	Roman Catholic	862071094	Q245
South America	Male	Roman Catholic	152070844	Q245
South America	Male	Protestant	68071357	Q245
South America	Male	Protestant	604070712	Q245
South America	Male	Protestant	604070163	Q245
South America	Male	Protestant	68071350	Q245
South America	Male	Protestant	68072021	Q245
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170072987	Q245
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170075529	Q245
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170070312	Q245
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170073482	Q245
South America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68071912	Q245
South America	Female	Other	76071763	Q245
South America	Female	Other	152070663	Q245
South America	Female	Other	76070296	Q245
South America	Female	Other	76071940	Q245
South America	Female	Other	604070735	Q245
South America	Female	Do not belong to a denomination	170076609	Q245
South America	Female	Do not belong to a denomination	76070071	Q245
South America	Female	Do not belong to a denomination	68071037	Q245
South America	Female	Do not belong to a denomination	862070531	Q245
South America	Female	Do not belong to a denomination	152070714	Q245
South America	Female	Roman Catholic	68070243	Q245
South America	Female	Roman Catholic	862070399	Q245
South America	Female	Roman Catholic	862070698	Q245
South America	Female	Roman Catholic	170076896	Q245
South America	Female	Roman Catholic	604070954	Q245
South America	Female	Protestant	68070674	Q245
South America	Female	Protestant	68070523	Q245
South America	Female	Protestant	68071760	Q245
South America	Female	Protestant	218070106	Q245
South America	Female	Protestant	76070955	Q245
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	170078406	Q245
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68070977	Q245
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68071114	Q245
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	862070119	Q245
South America	Female	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	68071042	Q245
Africa	Male	Muslim	434070946	Q245
Africa	Male	Muslim	434070303	Q245
Africa	Male	Muslim	404071200	Q245
Africa	Male	Muslim	566071062	Q245
Africa	Male	Muslim	788070556	Q245
Africa	Male	Orthodox (Russian/Greek/etc.)	231070900	Q245
Africa	Male	Orthodox (Russian/Greek/etc.)	231071017	Q245
Africa	Male	Orthodox (Russian/Greek/etc.)	231070555	Q245
Africa	Male	Orthodox (Russian/Greek/etc.)	231071151	Q245
Africa	Male	Orthodox (Russian/Greek/etc.)	231071002	Q245
Africa	Male	Do not belong to a denomination	504070146	Q245
Africa	Male	Do not belong to a denomination	716070832	Q245
Africa	Male	Do not belong to a denomination	716070619	Q245
Africa	Male	Do not belong to a denomination	404070061	Q245
Africa	Male	Do not belong to a denomination	716070724	Q245
Africa	Male	Roman Catholic	716070573	Q245
Africa	Male	Roman Catholic	566070261	Q245
Africa	Male	Roman Catholic	566070463	Q245
Africa	Male	Roman Catholic	716070200	Q245
Africa	Male	Roman Catholic	716071201	Q245
Africa	Male	Protestant	566070501	Q245
Africa	Male	Protestant	566070032	Q245
Africa	Male	Protestant	231070534	Q245
Africa	Male	Protestant	566070723	Q245
Africa	Male	Protestant	231070373	Q245
Africa	Female	Muslim	504070828	Q245
Africa	Female	Muslim	434070452	Q245
Africa	Female	Muslim	788070643	Q245
Africa	Female	Muslim	434070446	Q245
Africa	Female	Muslim	788070367	Q245
Africa	Female	Orthodox (Russian/Greek/etc.)	231070759	Q245
Africa	Female	Orthodox (Russian/Greek/etc.)	231070134	Q245
Africa	Female	Orthodox (Russian/Greek/etc.)	231070433	Q245
Africa	Female	Orthodox (Russian/Greek/etc.)	231070066	Q245
Africa	Female	Orthodox (Russian/Greek/etc.)	231070884	Q245
Africa	Female	Do not belong to a denomination	716071022	Q245
Africa	Female	Do not belong to a denomination	504070650	Q245
Africa	Female	Do not belong to a denomination	716070998	Q245
Africa	Female	Do not belong to a denomination	716070330	Q245
Africa	Female	Do not belong to a denomination	716071190	Q245
Africa	Female	Roman Catholic	716070603	Q245
Africa	Female	Roman Catholic	716070221	Q245
Africa	Female	Roman Catholic	404070583	Q245
Africa	Female	Roman Catholic	716070703	Q245
Africa	Female	Roman Catholic	716071211	Q245
Africa	Female	Protestant	566070515	Q245
Africa	Female	Protestant	231070437	Q245
Africa	Female	Protestant	404070207	Q245
Africa	Female	Protestant	404070378	Q245
Africa	Female	Protestant	566070897	Q245
North America	Male	Muslim	840072690	Q245
North America	Male	Muslim	124070797	Q245
North America	Male	Muslim	124071464	Q245
North America	Male	Muslim	124073205	Q245
North America	Male	Muslim	124071047	Q245
North America	Male	Other	840071135	Q245
North America	Male	Other	124074619	Q245
North America	Male	Other	124071962	Q245
North America	Male	Other	124075368	Q245
North America	Male	Other	124074936	Q245
North America	Male	Orthodox (Russian/Greek/etc.)	124074018	Q245
North America	Male	Orthodox (Russian/Greek/etc.)	124072716	Q245
North America	Male	Orthodox (Russian/Greek/etc.)	840071552	Q245
North America	Male	Orthodox (Russian/Greek/etc.)	124070992	Q245
North America	Male	Orthodox (Russian/Greek/etc.)	124070933	Q245
North America	Male	Do not belong to a denomination	124074562	Q245
North America	Male	Do not belong to a denomination	124075027	Q245
North America	Male	Do not belong to a denomination	840072805	Q245
North America	Male	Do not belong to a denomination	840071817	Q245
North America	Male	Do not belong to a denomination	840072600	Q245
North America	Male	Roman Catholic	320070837	Q245
North America	Male	Roman Catholic	124070210	Q245
North America	Male	Roman Catholic	484070098	Q245
North America	Male	Roman Catholic	124072277	Q245
North America	Male	Roman Catholic	558071008	Q245
North America	Male	Buddhist	840072459	Q245
North America	Male	Buddhist	124072751	Q245
North America	Male	Buddhist	484070928	Q245
North America	Male	Buddhist	124072131	Q245
North America	Male	Buddhist	124072876	Q245
North America	Male	Protestant	320070752	Q245
North America	Male	Protestant	124070524	Q245
North America	Male	Protestant	840072103	Q245
North America	Male	Protestant	124075749	Q245
North America	Male	Protestant	124074673	Q245
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070051	Q245
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	320070751	Q245
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	630070262	Q245
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	558070169	Q245
North America	Male	Other Christian (Evangelical/Pentecostal/Fee church/etc.)	840072978	Q245
North America	Male	Jew	124076065	Q245
North America	Male	Jew	840072222	Q245
North America	Male	Jew	124070522	Q245
North America	Male	Jew	124072322	Q245
North America	Male	Jew	840073186	Q245
North America	Female	Muslim	124073003	Q245
North America	Female	Muslim	124073243	Q245
North America	Female	Muslim	124072524	Q245
North America	Female	Muslim	840072812	Q245
North America	Female	Muslim	124072768	Q245
North America	Female	Other	124072147	Q245
North America	Female	Other	840073207	Q245
North America	Female	Other	124070296	Q245
North America	Female	Other	124070712	Q245
North America	Female	Other	124071227	Q245
North America	Female	Do not belong to a denomination	484071735	Q245
North America	Female	Do not belong to a denomination	124072336	Q245
North America	Female	Do not belong to a denomination	124070974	Q245
North America	Female	Do not belong to a denomination	124074234	Q245
North America	Female	Do not belong to a denomination	124075829	Q245
North America	Female	Roman Catholic	320070637	Q245
North America	Female	Roman Catholic	124070336	Q245
North America	Female	Roman Catholic	558070304	Q245
North America	Female	Roman Catholic	320070322	Q245
North America	Female	Roman Catholic	124075351	Q245
